Order Number,Plant Code,GL Exp Code,Part Number,Description part,Customer,Customer Type,Qty Ordered,Qty Shipped,Date Required,Date Shipped,Week Number,Month,% Filled, Status,%OTIF,Cause Description,Notes
1380447,10,FC1,130014307,BOWL 130 RD BISC,"HART, TRAVERS & ASSOC INC",WHOLESALE,1,1,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380614,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",CIMARRON LUMBER & SUPPLY CO,RETAIL,6,6,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC1,016010040,TANK 160 RH WHT,U S PLBG & HTG SUP CO,WHOLESALE,16,16,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380038,10,FC1,013010017,CTK PRO-FIT 1 RD WHT,DO-IT-BEST CORP,RETAIL,40,40,6/14/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC8,329010040,PEDESTAL 329 WHT,HAJOCA CORPORATION,WHOLESALE,1,1,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,290410070,"LAV 292 4"" WHT",HAJOCA CORPORATION,WHOLESALE,1,1,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380630,10,FC1,217010070,LAV 217 WHT,EMCO CORPORATION,WHOLESALE,3,3,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380447,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT","HART, TRAVERS & ASSOC INC",WHOLESALE,1,1,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,125010000,TANK 125 WHT,HAJOCA CORPORATION,WHOLESALE,1,1,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,HAJOCA CORPORATION,WHOLESALE,2,2,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,338610007,TANK 3386 SUMMIT DUAL WHT,HAJOCA CORPORATION,WHOLESALE,2,2,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380574,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,ACE HARDWARE CORP,RETAIL,10,10,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,038610040,TANK 386 RH WHT,HAJOCA CORPORATION,WHOLESALE,2,2,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380576,10,FC1,011710017,CTK PRO-FIT 4 RF ADA WHT,ACE HARDWARE CORP,RETAIL,10,10,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC1,149010000,BOWL 149 EL WHT,U S PLBG & HTG SUP CO,WHOLESALE,1,1,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380614,10,FC1,041350017,CTK PRO-FIT 2 EL WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC8,147040000,BOWL 147 EL WHT,U S PLBG & HTG SUP CO,WHOLESALE,2,2,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380574,10,FC1,013010017,CTK PRO-FIT 1 RD WHT,ACE HARDWARE CORP,RETAIL,20,20,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380038,10,FC1,041374317,CTK PRO-FIT 3 EL ADA BISC 1.28,DO-IT-BEST CORP,RETAIL,10,10,6/14/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380576,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,25,25,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,U S PLBG & HTG SUP CO,WHOLESALE,12,12,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,160010007,TANK 160 WHT,HAJOCA CORPORATION,WHOLESALE,36,36,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380130,10,FC1,386010000,TANK 386 WHT,MANSFIELD DONATION,WHOLESALE,1,1,6/16/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380232,10,FC1,137210040,BOWL 137 EL ADA WHT,AUBURN SUP CO INC,WHOLESALE,180,180,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380615,10,FC1,041350017,CTK PRO-FIT 2 EL WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,135010007,BOWL 135 EL WHT,HAJOCA CORPORATION,WHOLESALE,18,18,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC8,328810000,"LAV 328 8"" WHT",HAJOCA CORPORATION,WHOLESALE,1,1,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,131910070,"BOWL 131 RD 10"" WHT",HAJOCA CORPORATION,WHOLESALE,2,2,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380130,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT",MANSFIELD DONATION,WHOLESALE,2,2,6/16/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380447,10,FC8,106010000,TANK 106 BARRETT WHT,"HART, TRAVERS & ASSOC INC",WHOLESALE,1,1,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC1,123010040,TANK 123 RH QUANTUM WHT,U S PLBG & HTG SUP CO,WHOLESALE,14,14,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC8,106010000,TANK 106 BARRETT WHT,HAJOCA CORPORATION,WHOLESALE,1,1,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380544,10,RC1,005310041,"KIT-WAX RG,BLTS,WHT CAPS/CLIPS",MANSFIELD WARRANTY PARTS,WHOLESALE,1,1,6/23/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380543,10,FC1,033860000,LID 3386 WHT,MANSFIELD WARRANTY PARTS,WHOLESALE,1,1,6/23/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380546,10,FC1,131900002,BOWL 1319 ADRIATIC EL ADA WHT,FAGER R F CO,WHOLESALE,1,1,6/23/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380447,10,FC1,160014307,TANK 160 BISC,"HART, TRAVERS & ASSOC INC",WHOLESALE,1,1,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380644,10,FC1,149010000,BOWL 149 EL WHT,"LARSON, J H ELECTRICAL",WHOLESALE,1,1,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,384010000,BOWL 384 ADA WHT,HAJOCA CORPORATION,WHOLESALE,20,20,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT",HAJOCA CORPORATION,WHOLESALE,20,20,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380574,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",ACE HARDWARE CORP,RETAIL,11,11,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380614,10,FC1,041170017,CTK PRO-FIT 4 RF ADA 1.28 WHT,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380556,10,FC1,125010000,TANK 125 WHT,BEACON SUPPLY CO INC,WHOLESALE,2,2,6/23/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380500,10,FC1,000600000,LID 160 WHT,MANSFIELD WARRANTY PARTS,WHOLESALE,1,1,6/23/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380614,10,FC8,348410040,"LAV 348 4"" WHT",CIMARRON LUMBER & SUPPLY CO,RETAIL,4,4,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380562,10,FC1,000600000,LID 160 WHT,VISION SALES COMPANY,WHOLESALE,1,1,6/23/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380518,10,FC8,295100000,LAV 295 1H AVA DROP IN WHT,LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,191760000,"LAV 1917C 4"" WHT",HAJOCA CORPORATION,WHOLESALE,1,1,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC1,155010040,TANK 155 RH QTM 1.28GPF WHT,U S PLBG & HTG SUP CO,WHOLESALE,2,2,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380628,10,FC1,161310001,"LAV 1613NS 4"" WHT",REXEL USA,WHOLESALE,1,1,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380574,10,FC1,011710017,CTK PRO-FIT 4 RF ADA WHT,ACE HARDWARE CORP,RETAIL,10,10,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380615,10,FC1,041300017,CTK PRO-FIT 1 RD WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,20,20,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380447,10,FC1,160010007,TANK 160 WHT,"HART, TRAVERS & ASSOC INC",WHOLESALE,2,2,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380130,10,RC1,007473800,SEAT CTK EL-3800 SLOW CLS WHT,MANSFIELD DONATION,WHOLESALE,2,2,6/16/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380038,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,DO-IT-BEST CORP,RETAIL,30,30,6/14/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,137210040,BOWL 137 EL ADA WHT,HAJOCA CORPORATION,WHOLESALE,18,18,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380614,10,FC1,041300017,CTK PRO-FIT 1 RD WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380232,10,FC1,317310000,TANK 3173 CTL WHT 1.28,AUBURN SUP CO INC,WHOLESALE,95,95,6/19/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC1,160010007,TANK 160 WHT,U S PLBG & HTG SUP CO,WHOLESALE,36,36,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380441,10,FC1,123010000,TANK 123 LH QUANTUM WHT,U S PLBG & HTG SUP CO,WHOLESALE,26,26,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380615,10,FC1,043800017,CTK SUMMIT 380 DUAL FLSH RD WH,CIMARRON LUMBER & SUPPLY CO,RETAIL,2,2,6/26/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380447,10,FC1,137210040,BOWL 137 EL ADA WHT,"HART, TRAVERS & ASSOC INC",WHOLESALE,2,2,6/22/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380406,10,FC1,130010007,BOWL 130 RD WHT,HAJOCA CORPORATION,WHOLESALE,18,18,6/21/2023,6/13/2023,Week 24,June,1,ON TIME,,,
1380502,10,FC1,000600000,LID 160 WHT,WSS - DAYTON RDC 102,WHOLESALE,20,20,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,135010007,BOWL 135 EL WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,18,18,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,160010007,TANK 160 WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,72,72,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,160010007,TANK 160 WHT,VIC BOND SALES INC,WHOLESALE,144,144,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380108,10,FC1,L53840018,CTK LWS SUMMIT EL ADA WH LT128,LOWE'S COMPANIES INC,RETAIL-LOWES,8,8,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,384010500,BOWL 384 ADA BONE,VIC BOND SALES INC,WHOLESALE,2,2,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380039,10,FC1,200810040,"LAV 2008 4"" WHT",DO-IT-BEST CORP,RETAIL,16,16,6/14/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,384010500,BOWL 384 ADA BONE,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,1,1,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,317310000,TANK 3173 CTL WHT 1.28,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,36,36,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380625,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",CENTRAL ISLIP PLBG SUP,WHOLESALE,18,18,6/26/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380707,10,FC1,135010007,BOWL 135 EL WHT,HAJOCA CORPORATION,WHOLESALE,2,2,6/27/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380575,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,30,30,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,135010007,BOWL 135 EL WHT,VIC BOND SALES INC,WHOLESALE,36,36,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380715,10,FC9,007470038,SEAT SB200 EL WHITE,GRIGG INDUSTRIES,RETAIL,6,6,6/27/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380558,10,FC1,386010000,TANK 386 WHT,GRAY-HODGES CORP,WHOLESALE,65,65,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380558,10,FC1,273010070,PEDESTAL 273 WHT,GRAY-HODGES CORP,WHOLESALE,2,2,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380575,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",ACE HARDWARE CORP,RETAIL,9,9,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,386010000,TANK 386 WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,72,72,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,384010000,BOWL 384 ADA WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,36,36,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380558,10,FC1,137210040,BOWL 137 EL ADA WHT,GRAY-HODGES CORP,WHOLESALE,96,96,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380502,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",WSS - DAYTON RDC 102,WHOLESALE,12,12,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,137210040,BOWL 137 EL ADA WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,72,72,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380017,10,FC1,130010007,BOWL 130 RD WHT,HAJOCA CORPORATION,WHOLESALE,144,144,6/14/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT",WSS - OKLAHOMA CITY RDC 202,WHOLESALE,24,24,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380017,10,FC1,160010037,TANK 180 WHT,HAJOCA CORPORATION,WHOLESALE,36,36,6/14/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380715,10,FC1,000600000,LID 160 WHT,GRIGG INDUSTRIES,RETAIL,96,96,6/27/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380575,10,FC1,041350017,CTK PRO-FIT 2 EL WHT 1.28,ACE HARDWARE CORP,RETAIL,10,10,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380210,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,HAJOCA CORPORATION,WHOLESALE,52,52,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,290810070,"LAV 292 8"" WHT",VIC BOND SALES INC,WHOLESALE,12,12,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,386010500,TANK 386 BONE,VIC BOND SALES INC,WHOLESALE,10,10,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380108,10,FC1,L59160517,CTK LWS DENALI EL ADA BN 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,16,16,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380647,10,FC1,047510050,URINAL 475HE 0.5 GPF WH,HAJOCA CORPORATION,WHOLESALE,4,4,6/26/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,16,16,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,173000000,TANK 173 WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,108,108,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380558,10,FC1,135010007,BOWL 135 EL WHT,GRAY-HODGES CORP,WHOLESALE,18,18,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380230,10,FC1,135010007,BOWL 135 EL WHT,KENNY PIPE,WHOLESALE,108,108,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,380010000,BOWL 380 RD WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,18,18,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,384010000,BOWL 384 ADA WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,36,36,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380522,10,FC8,148010000,BOWL 148 EL ADA WHT,TOLAR SUPPLY,WHOLESALE,8,8,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380502,10,FC1,380010000,BOWL 380 RD WHT,WSS - DAYTON RDC 102,WHOLESALE,3,3,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380210,10,FC1,013510017,CTK PRO-FIT 2 EL WHT,HAJOCA CORPORATION,WHOLESALE,17,17,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380108,10,FC1,L53840017,CTK LWS SUMMIT EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,16,16,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380575,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,ACE HARDWARE CORP,RETAIL,20,20,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380039,10,FC1,013010017,CTK PRO-FIT 1 RD WHT,DO-IT-BEST CORP,RETAIL,20,20,6/14/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380502,10,FC1,016010040,TANK 160 RH WHT,WSS - DAYTON RDC 102,WHOLESALE,72,72,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,160010037,TANK 180 WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,108,108,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,273010070,PEDESTAL 273 WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,12,12,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380108,10,FC1,L59970017,CTK LWS VANQ 2  EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,32,32,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,160014307,TANK 160 BISC,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,386010000,TANK 386 WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,54,54,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,013910000,"BOWL 139NS EL ADA 10"" WHT",WSS - OKLAHOMA CITY RDC 202,WHOLESALE,18,18,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC8,106010000,TANK 106 BARRETT WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,10,10,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380715,10,RC1,001238540,BOLT CAP SET-WHITE,GRIGG INDUSTRIES,RETAIL,5,5,6/27/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,382010000,BOWL 382 EL WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,18,18,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380522,10,FC1,317310040,TANK 3173 RH CTL WHT 1.28,TOLAR SUPPLY,WHOLESALE,36,36,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380647,10,FC1,135010007,BOWL 135 EL WHT,HAJOCA CORPORATION,WHOLESALE,18,18,6/26/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,161310001,"LAV 1613NS 4"" WHT",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380522,10,FC1,317310000,TANK 3173 CTL WHT 1.28,TOLAR SUPPLY,WHOLESALE,396,396,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380210,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",HAJOCA CORPORATION,WHOLESALE,5,5,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380647,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",HAJOCA CORPORATION,WHOLESALE,4,4,6/26/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,130010007,BOWL 130 RD WHT,VIC BOND SALES INC,WHOLESALE,90,90,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380558,10,FC1,384010000,BOWL 384 ADA WHT,GRAY-HODGES CORP,WHOLESALE,41,41,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,290010070,PEDESTAL 293 WHT,VIC BOND SALES INC,WHOLESALE,12,12,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380622,10,FC1,151010000,BOWL 151 EL ADA WHT,"WILLIAMSBURG PLUMBING, INC",WHOLESALE,3,3,6/26/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380707,10,FC1,160010007,TANK 160 WHT,HAJOCA CORPORATION,WHOLESALE,2,2,6/27/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380522,10,FC1,272410070,"LAV 272 4"" WHT",TOLAR SUPPLY,WHOLESALE,50,50,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380502,10,FC1,160010037,TANK 180 WHT,WSS - DAYTON RDC 102,WHOLESALE,288,288,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380136,10,FC1,380010500,BOWL 380 RD BONE,VIC BOND SALES INC,WHOLESALE,2,2,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,135010007,BOWL 135 EL WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,216,216,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380558,10,FC9,071010017,CTK BROADWAY 710 EL ADA 128 WH,GRAY-HODGES CORP,WHOLESALE,2,2,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380286,10,FC8,328410000,"LAV 328 4"" WHT",WORLY PLBG SUP INC,WHOLESALE,1,1,6/20/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,20,20,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380286,10,FC1,135010007,BOWL 135 EL WHT,WORLY PLBG SUP INC,WHOLESALE,18,18,6/20/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380502,10,FC1,125010000,TANK 125 WHT,WSS - DAYTON RDC 102,WHOLESALE,30,30,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,251410000,"LAV 251 4"" WHT",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,1,1,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380522,10,FC1,013810000,"BOWL 138 EL 10"" WHT",TOLAR SUPPLY,WHOLESALE,18,18,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,137210040,BOWL 137 EL ADA WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,54,54,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380230,10,FC1,125010000,TANK 125 WHT,KENNY PIPE,WHOLESALE,9,9,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC1,160010007,TANK 160 WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,36,36,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380575,10,FC1,038010087,CTK SUMMIT 380 RF WHT 1.28,ACE HARDWARE CORP,RETAIL,10,10,6/19/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380558,10,FC1,125010000,TANK 125 WHT,GRAY-HODGES CORP,WHOLESALE,3,3,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC8,481710000,BOWL 4817 CASCADE EL ADA WHT,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,24,24,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380522,10,FC1,386010500,TANK 386 BONE,TOLAR SUPPLY,WHOLESALE,4,4,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,386014300,TANK 386 BISC,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,1,1,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC8,310610000,TANK 3106 BARRETT WHT 1.28,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,2,2,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380522,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,TOLAR SUPPLY,WHOLESALE,10,10,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380559,10,FC1,384014300,BOWL 384 ADA BISC,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380108,10,FC1,L53850017,"CTK LWS SUMMIT 10""EL ADA WH128",LOWE'S COMPANIES INC,RETAIL-LOWES,24,24,6/16/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380502,10,FC1,384010000,BOWL 384 ADA WHT,WSS - DAYTON RDC 102,WHOLESALE,90,90,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380017,10,FC1,338610007,TANK 3386 SUMMIT DUAL WHT,HAJOCA CORPORATION,WHOLESALE,2,2,6/14/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC8,381610000,TANK 3816 CASCADE WHT 1.28,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,36,36,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
1380503,10,FC8,411510000,BOWL 4115 ADA WHT BARRETT 1.28,WSS - OKLAHOMA CITY RDC 202,WHOLESALE,14,14,6/23/2023,6/14/2023,Week 24,June,1,ON TIME,,,
